"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2008-07-15,2009-03-31,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"3 años, 11 meses, 23 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2008-07-15,2009-03-31,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"2 años, 11 meses, 27 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2008-07-15,2009-03-31,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"2 años, 0 meses, 0 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2008-07-15,2009-03-31,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2010-03-19,2011-03-31,"0 años, 11 meses, 16 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"3 años, 11 meses, 23 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"2 años, 11 meses, 24 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"1 años, 11 meses, 28 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"1 años, 0 meses, 1 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"3 años, 10 meses, 23 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"2 años, 10 meses, 24 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"1 años, 10 meses, 28 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"0 años, 11 meses, 1 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.","VICEPRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"2 años, 11 meses, 23 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.","VICEPRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"1 años, 11 meses, 24 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.","VICEPRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"0 años, 11 meses, 28 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.","VICEPRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"0 años, 0 meses, 1 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2011-03-30,2011-04-29,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"2 años, 10 meses, 24 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2011-03-30,2011-04-29,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"1 años, 10 meses, 25 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2011-03-30,2011-04-29,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"0 años, 11 meses, 0 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.","VICEPRESIDENTE DEL DIRECTORIO",2011-04-29,2012-03-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"1 años, 11 meses, 23 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.","VICEPRESIDENTE DEL DIRECTORIO",2011-04-29,2012-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"0 años, 11 meses, 24 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-03-30,2012-04-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"1 años, 10 meses, 23 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-03-30,2012-04-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"0 años, 10 meses, 24 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.","VICEPRESIDENTE DEL DIRECTORIO",2012-04-30,2013-03-27,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"0 años, 11 meses, 26 días."
"DE LA FELD  HUBERT","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2013-03-27,2013-04-30,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"0 años, 10 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"5 años, 11 meses, 21 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"4 años, 11 meses, 22 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"3 años, 11 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"2 años, 11 meses, 27 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"2 años, 0 meses, 0 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2010-03-19,2011-03-31,"0 años, 11 meses, 16 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2008-07-15,2009-03-31,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","4 años, 0 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"4 años, 11 meses, 22 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"3 años, 11 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"2 años, 11 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"1 años, 11 meses, 28 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"1 años, 0 meses, 1 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2009-03-31,2010-03-30,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","3 años, 0 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2009-05-01,2010-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"4 años, 11 meses, 22 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2009-05-01,2010-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"3 años, 11 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2009-05-01,2010-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"2 años, 11 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2009-05-01,2010-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"1 años, 11 meses, 28 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2009-05-01,2010-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"1 años, 0 meses, 1 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2009-05-01,2010-03-30,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","3 años, 0 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"4 años, 10 meses, 22 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"3 años, 10 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"2 años, 10 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"1 años, 10 meses, 28 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"0 años, 11 meses, 1 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2010-03-30,2010-04-30,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","2 años, 11 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"3 años, 11 meses, 22 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"2 años, 11 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"1 años, 11 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"0 años, 11 meses, 28 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2011-03-31,2012-03-29,"0 años, 0 meses, 1 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","2 años, 0 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2011-03-30,2011-04-29,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"3 años, 10 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2011-03-30,2011-04-29,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"2 años, 10 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2011-03-30,2011-04-29,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"1 años, 10 meses, 25 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2011-03-30,2011-04-29,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2012-03-29,2013-03-26,"0 años, 11 meses, 0 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2011-03-30,2011-04-29,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","1 años, 11 meses, 25 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2011-04-29,2012-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"2 años, 11 meses, 22 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2011-04-29,2012-03-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"1 años, 11 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2011-04-29,2012-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"0 años, 11 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2011-04-29,2012-03-30,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","1 años, 0 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-03-30,2012-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"2 años, 10 meses, 22 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-03-30,2012-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"1 años, 10 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-03-30,2012-04-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"0 años, 10 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-03-30,2012-04-30,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","0 años, 11 meses, 24 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2012-04-30,2013-03-27,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"1 años, 11 meses, 25 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2012-04-30,2013-03-27,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"0 años, 11 meses, 26 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2012-04-30,2013-03-27,"AFP HORIZONTE S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-23,"A la actualidad","0 años, 0 meses, 27 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2013-03-27,2013-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"1 años, 10 meses, 22 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2013-03-27,2013-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2014-03-25,2015-03-24,"0 años, 10 meses, 23 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.","PRESIDENTE DEL DIRECTORIO",2013-04-30,2014-03-31,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"0 años, 11 meses, 21 días."
"GONZALEZ TABOADA CARLOS","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2014-03-31,2014-04-30,"PROFUTURO AFP","PRESIDENTE DEL DIRECTORIO",2015-03-24,2016-03-29,"0 años, 10 meses, 22 días."
"MEEK  JAMES TULLY","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2015-03-31,2015-04-29,"PROFUTURO AFP","VICEPRESIDENTE DEL DIRECTORIO",2016-03-29,2017-03-27,"0 años, 11 meses, 0 días."
"MEEK  JAMES TULLY","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2015-03-31,2015-04-29,"PROFUTURO AFP",DIRECTOR,2015-07-06,2016-03-29,"0 años, 2 meses, 7 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2008-09-12,2009-03-31,"PROFUTURO AFP",DIRECTOR,2015-03-24,2016-03-29,"5 años, 11 meses, 21 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2008-09-12,2009-03-31,"PROFUTURO AFP",DIRECTOR,2014-03-25,2015-03-24,"4 años, 11 meses, 22 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2008-09-12,2009-03-31,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"3 años, 11 meses, 23 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2008-09-12,2009-03-31,"PROFUTURO AFP",DIRECTOR,2012-03-29,2013-03-26,"2 años, 11 meses, 27 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2008-09-12,2009-03-31,"PROFUTURO AFP",DIRECTOR,2011-03-31,2012-03-29,"2 años, 0 meses, 0 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2008-09-12,2009-03-31,"PROFUTURO AFP","DIRECTOR ALTERNO",2010-03-19,2011-03-31,"0 años, 11 meses, 16 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2008-09-12,2009-03-31,"AFP HORIZONTE S.A.","DIRECTOR SUPLENTE",2013-04-23,"A la actualidad","4 años, 0 meses, 23 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2009-03-31,2010-03-30,"PROFUTURO AFP",DIRECTOR,2015-03-24,2016-03-29,"4 años, 11 meses, 22 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2009-03-31,2010-03-30,"PROFUTURO AFP",DIRECTOR,2014-03-25,2015-03-24,"3 años, 11 meses, 23 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2009-03-31,2010-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"2 años, 11 meses, 24 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2009-03-31,2010-03-30,"PROFUTURO AFP",DIRECTOR,2012-03-29,2013-03-26,"1 años, 11 meses, 28 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2009-03-31,2010-03-30,"PROFUTURO AFP",DIRECTOR,2011-03-31,2012-03-29,"1 años, 0 meses, 1 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2009-03-31,2010-03-30,"AFP HORIZONTE S.A.","DIRECTOR SUPLENTE",2013-04-23,"A la actualidad","3 años, 0 meses, 24 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2010-03-30,2011-03-30,"PROFUTURO AFP",DIRECTOR,2015-03-24,2016-03-29,"3 años, 11 meses, 22 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2010-03-30,2011-03-30,"PROFUTURO AFP",DIRECTOR,2014-03-25,2015-03-24,"2 años, 11 meses, 23 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2010-03-30,2011-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"1 años, 11 meses, 24 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2010-03-30,2011-03-30,"PROFUTURO AFP",DIRECTOR,2012-03-29,2013-03-26,"0 años, 11 meses, 28 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2010-03-30,2011-03-30,"PROFUTURO AFP",DIRECTOR,2011-03-31,2012-03-29,"0 años, 0 meses, 1 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2010-03-30,2011-03-30,"AFP HORIZONTE S.A.","DIRECTOR SUPLENTE",2013-04-23,"A la actualidad","2 años, 0 meses, 24 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2011-03-30,2012-03-30,"PROFUTURO AFP",DIRECTOR,2015-03-24,2016-03-29,"2 años, 11 meses, 22 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2011-03-30,2012-03-30,"PROFUTURO AFP",DIRECTOR,2014-03-25,2015-03-24,"1 años, 11 meses, 23 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2011-03-30,2012-03-30,"PROFUTURO AFP",DIRECTOR,2013-03-26,2014-03-25,"0 años, 11 meses, 24 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2011-03-30,2012-03-30,"AFP HORIZONTE S.A.","DIRECTOR SUPLENTE",2013-04-23,"A la actualidad","1 años, 0 meses, 24 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2012-03-30,2013-03-27,"PROFUTURO AFP",DIRECTOR,2015-03-24,2016-03-29,"1 años, 11 meses, 25 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2012-03-30,2013-03-27,"PROFUTURO AFP",DIRECTOR,2014-03-25,2015-03-24,"0 años, 11 meses, 26 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2012-03-30,2013-03-27,"AFP HORIZONTE S.A.","DIRECTOR SUPLENTE",2013-04-23,"A la actualidad","0 años, 0 meses, 27 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","CREDISCOTIA FINANCIERA S.A.","DIRECTOR ALTERNO",2013-03-27,2014-03-31,"PROFUTURO AFP",DIRECTOR,2015-03-24,2016-03-29,"0 años, 11 meses, 21 días."
"ROSAS FERRECCIO YVAN VICENTE","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-10-31,2013-03-27,"PROFUTURO AFP","DIRECTOR SUPLENTE",2015-03-24,2016-03-29,"1 años, 11 meses, 25 días."
"ROSAS FERRECCIO YVAN VICENTE","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-10-31,2013-03-27,"PROFUTURO AFP","DIRECTOR SUPLENTE",2014-03-25,2015-03-24,"0 años, 11 meses, 26 días."
"ROSAS FERRECCIO YVAN VICENTE","CREDISCOTIA FINANCIERA S.A.",DIRECTOR,2012-10-31,2013-03-27,"AFP HORIZONTE S.A.",DIRECTOR,2013-04-23,"A la actualidad","0 años, 0 meses, 27 días."
