companyId,functionaryId,position,beginDate,endDate,typePosition
11,464,GERENTE GENERAL ENCARGADO,2011-07-01,2011-11-07,PLANA GERENCIAL
11,465,VP DE OPERACIONES Y TECNOLOGIA,2009-10-19,2011-11-30,PLANA GERENCIAL
11,466,VICEP. RIESGOS,2006-08-01,2010-01-15,PLANA GERENCIAL
11,467,VICEPRESIDENTE ADJ TECNOLOGIA,2014-06-17,,PLANA GERENCIAL
11,98,VICEP DE BCA EMPRESA Y RED DE,2015-08-20,,PLANA GERENCIAL
11,468,VICEP. FIN. RR.HH Y MARKET.,2006-05-01,2010-09-24,PLANA GERENCIAL
11,468,VP RECURSOS HUMANOS Y MKT,2010-09-24,2012-03-07,PLANA GERENCIAL
11,469,REPRESENTANTE BURSATIL,2006-10-02,2006-10-02,PLANA GERENCIAL
11,469,OFICIAL DE CUMPLIMIENTO NORMAT,2012-01-31,2017-01-19,PLANA GERENCIAL
11,469,VICEPRESIDENTE DE LEGAL,2013-03-21,,PLANA GERENCIAL
11,470,VP DE FINANZAS,2010-09-24,2012-03-01,PLANA GERENCIAL
11,471,VICEPDTE DE BANCA PERSONAL,2010-01-29,2013-06-30,PLANA GERENCIAL
11,409,VICEP DE MERCADOS GLOBALES,2013-03-21,2016-05-19,PLANA GERENCIAL
11,409,VICEPRESIDENTE DE TESORERIA,2013-03-21,2013-03-21,PLANA GERENCIAL
11,472,AUDITOR INTERNO,2006-08-01,2010-07-21,PLANA GERENCIAL
11,472,AUDITOR INTERNO,2012-05-22,2014-04-29,PLANA GERENCIAL
11,473,VP DE BANCA PERSONAL,2007-01-27,2008-06-09,PLANA GERENCIAL
11,473,VICE PRESIDENTE BANCA PERSONAL,2007-01-29,2008-06-09,PLANA GERENCIAL
11,474,VICE PRESIDENCIA FINANZAS(ENC),2012-10-30,2013-03-21,PLANA GERENCIAL
11,474,VICEPRESIDENTE ADJ DE FINANZAS,2013-03-21,2013-11-15,PLANA GERENCIAL
11,475,VICEPRESIDENTE DE CREDITOS,2015-08-24,,PLANA GERENCIAL
11,413,VICE PRESIDENTE ADJ RIESGOS,2013-02-01,2013-03-21,PLANA GERENCIAL
11,413,VICEPRESIDENTE DE RIESGOS,2013-03-21,2014-04-29,PLANA GERENCIAL
11,413,VICEPRESIDENTE DE CREDITOS,2014-04-29,2015-07-23,PLANA GERENCIAL
11,433,,2013-10-04,,REPRESENTANTE LEGAL
11,435,,2006-09-29,2012-03-12,REPRESENTANTE LEGAL
11,469,,2006-09-29,,REPRESENTANTE LEGAL
12,476,DIRECTOR,2013-11-22,2014-04-01,DIRECTORIO
12,476,DIRECTOR,2014-04-01,2015-03-31,DIRECTORIO
12,476,DIRECTOR,2015-04-01,2016-03-31,DIRECTORIO
12,476,DIRECTOR,2016-03-31,2017-03-30,DIRECTORIO
12,476,DIRECTOR,2017-03-30,,DIRECTORIO
12,477,VICEPRESIDENTE DEL DIRECTORIO,2014-12-18,2015-03-31,DIRECTORIO
12,477,VICEPRESIDENTE DEL DIRECTORIO,2015-04-01,2016-03-31,DIRECTORIO
12,477,VICEPRESIDENTE DEL DIRECTORIO,2016-03-31,2016-10-31,DIRECTORIO
12,478,DIRECTOR,2001-01-31,2002-07-15,DIRECTORIO
12,478,VICEPRESIDENTE DEL DIRECTORIO,2001-01-31,2007-11-20,DIRECTORIO
12,479,DIRECTOR,2011-09-21,2012-03-26,DIRECTORIO
12,479,DIRECTOR,2012-03-26,2014-04-01,DIRECTORIO
12,479,DIRECTOR,2014-04-01,2015-03-31,DIRECTORIO
12,479,DIRECTOR,2015-04-01,2016-03-31,DIRECTORIO
12,479,DIRECTOR,2016-03-31,2017-03-30,DIRECTORIO
12,479,DIRECTOR,2017-03-30,,DIRECTORIO
12,480,DIRECTOR,2007-09-24,2008-02-21,DIRECTORIO
12,480,VICEPRESIDENTE DEL DIRECTORIO,2008-02-21,2008-03-07,DIRECTORIO
12,480,VICEPRESIDENTE DEL DIRECTORIO,2008-03-07,2009-03-20,DIRECTORIO
12,480,VICEPRESIDENTE DEL DIRECTORIO,2009-03-20,2010-03-16,DIRECTORIO
12,480,VICEPRESIDENTE DEL DIRECTORIO,2010-03-16,2011-03-18,DIRECTORIO
12,480,VICEPRESIDENTE DEL DIRECTORIO,2011-03-18,2012-03-26,DIRECTORIO
12,480,VICEPRESIDENTE DEL DIRECTORIO,2012-03-26,2014-04-01,DIRECTORIO
12,480,VICEPRESIDENTE DEL DIRECTORIO,2014-04-01,2014-12-18,DIRECTORIO
12,481,DIRECTOR,2014-04-01,2015-03-31,DIRECTORIO
12,38,DIRECTOR,2013-02-28,2014-04-01,DIRECTORIO
12,38,DIRECTOR,2014-04-01,2015-03-31,DIRECTORIO
12,482,DIRECTOR,2002-05-23,2008-03-07,DIRECTORIO
12,482,DIRECTOR,2008-03-07,2009-03-20,DIRECTORIO
12,482,DIRECTOR,2009-03-20,2010-03-16,DIRECTORIO
12,482,DIRECTOR,2010-03-16,2011-03-18,DIRECTORIO
12,482,DIRECTOR,2011-03-18,2012-03-26,DIRECTORIO
12,482,DIRECTOR,2012-03-26,2014-04-01,DIRECTORIO
12,482,PRESIDENTE DEL DIRECTORIO,2013-08-22,2014-04-01,DIRECTORIO
12,482,PRESIDENTE DEL DIRECTORIO,2014-04-01,2015-03-31,DIRECTORIO
12,482,PRESIDENTE DEL DIRECTORIO,2015-04-01,2016-03-31,DIRECTORIO
12,482,PRESIDENTE DEL DIRECTORIO,2016-03-31,2017-03-30,DIRECTORIO
12,482,PRESIDENTE DEL DIRECTORIO,2017-03-30,,DIRECTORIO
12,483,VICEPRESIDENTE DEL DIRECTORIO,2017-02-07,2017-03-30,DIRECTORIO
12,483,VICEPRESIDENTE DEL DIRECTORIO,2017-03-30,,DIRECTORIO
12,484,DIRECTOR SUPLENTE,2008-03-07,2009-03-20,DIRECTORIO
12,484,DIRECTOR ALTERNO,2009-03-20,2010-03-16,DIRECTORIO
12,484,DIRECTOR ALTERNO,2010-03-16,2011-03-18,DIRECTORIO
12,485,DIRECTOR,2011-03-18,2012-03-26,DIRECTORIO
12,485,DIRECTOR,2012-03-26,2014-04-01,DIRECTORIO
12,486,DIRECTOR,2010-09-28,2011-03-18,DIRECTORIO
12,486,DIRECTOR,2011-03-18,2012-03-26,DIRECTORIO
12,486,DIRECTOR,2012-03-26,2014-04-01,DIRECTORIO
12,486,DIRECTOR,2014-04-01,2015-03-31,DIRECTORIO
12,486,DIRECTOR,2015-04-01,2016-03-31,DIRECTORIO
12,486,DIRECTOR,2016-03-31,2017-03-30,DIRECTORIO
12,486,DIRECTOR,2017-03-30,,DIRECTORIO
12,487,DIRECTOR,2002-05-23,2003-02-07,DIRECTORIO
12,487,PRESIDENTE DEL DIRECTORIO,2003-02-07,2008-03-07,DIRECTORIO
12,487,PRESIDENTE DEL DIRECTORIO,2008-03-07,2009-03-20,DIRECTORIO
12,487,PRESIDENTE DEL DIRECTORIO,2009-03-20,2010-03-16,DIRECTORIO
12,487,DIRECTOR,2010-03-16,2010-03-16,DIRECTORIO
12,487,PRESIDENTE DEL DIRECTORIO,2010-03-16,2011-03-18,DIRECTORIO
12,487,PRESIDENTE DEL DIRECTORIO,2011-03-18,2012-03-26,DIRECTORIO
12,487,PRESIDENTE DEL DIRECTORIO,2012-03-26,2013-08-21,DIRECTORIO
12,488,DIRECTOR SUPLENTE,2002-05-23,2003-02-07,DIRECTORIO
12,488,DIRECTOR,2003-02-07,2005-01-17,DIRECTORIO
12,488,DIRECTOR SUPLENTE,2005-01-17,2005-03-31,DIRECTORIO
12,488,DIRECTOR,2005-03-31,2008-03-07,DIRECTORIO
12,488,DIRECTOR,2008-03-07,2009-03-20,DIRECTORIO
12,488,DIRECTOR,2009-03-20,2010-03-16,DIRECTORIO
12,488,DIRECTOR,2010-03-16,2011-01-31,DIRECTORIO
12,489,DIRECTOR,2005-03-31,2008-03-07,DIRECTORIO
12,489,DIRECTOR,2008-03-07,2009-03-20,DIRECTORIO
12,489,DIRECTOR,2009-03-20,2010-03-16,DIRECTORIO
12,489,DIRECTOR,2010-03-16,2011-03-18,DIRECTORIO
12,489,DIRECTOR,2011-03-18,2012-03-26,DIRECTORIO
12,489,DIRECTOR,2012-03-26,2013-02-28,DIRECTORIO
12,490,DIRECTOR,2014-04-01,2015-03-31,DIRECTORIO
12,490,DIRECTOR,2015-04-01,2016-03-31,DIRECTORIO
12,490,DIRECTOR,2016-03-31,2017-03-30,DIRECTORIO
12,490,DIRECTOR,2017-03-30,,DIRECTORIO
12,491,DIRECTOR,2014-04-01,2015-03-31,DIRECTORIO
12,491,DIRECTOR,2015-04-01,2016-03-31,DIRECTORIO
12,491,DIRECTOR,2016-03-31,2017-03-30,DIRECTORIO
12,491,DIRECTOR,2017-03-30,,DIRECTORIO
12,492,PRESIDENTE DEL DIRECTORIO,2008-02-21,2008-02-21,DIRECTORIO
12,492,DIRECTOR,2008-02-21,2008-03-07,DIRECTORIO
12,492,DIRECTOR,2008-03-07,2009-03-20,DIRECTORIO
12,492,DIRECTOR,2009-03-20,2010-03-16,DIRECTORIO
12,492,DIRECTOR,2010-03-16,2011-03-18,DIRECTORIO
12,492,DIRECTOR,2011-03-18,2012-03-26,DIRECTORIO
12,492,DIRECTOR,2012-03-26,2014-04-01,DIRECTORIO
12,477,,2014-12-18,2016-10-31,GERENTE GENERAL
12,478,GERENTE GENERAL,2001-03-01,2007-09-24,GERENTE GENERAL
12,480,,2007-09-24,2014-12-18,GERENTE GENERAL
12,483,,2017-02-07,,GERENTE GENERAL
12,493,,2016-11-01,2017-02-06,GERENTE GENERAL
12,494,GTE. DIVISION RIESGOS,2000-01-03,2001-02-28,PLANA GERENCIAL
12,494,SUB GTE. GRAL .DE NEGOCIOS,2000-01-03,2009-07-31,PLANA GERENCIAL
12,494,SUB GERENTE GENERAL,2001-03-01,2007-01-15,PLANA GERENCIAL
12,477,GTE. DIV. DE FINANZAS,2002-09-05,2009-08-28,PLANA GERENCIAL
12,477,GERENTE DIVISION FINANZAS,2002-09-12,2007-01-15,PLANA GERENCIAL
12,477,SUB GTE. GENERAL DE FINANZAS,2009-08-31,2015-01-07,PLANA GERENCIAL
12,495,GERENTE DE RECUPERACIONES,2001-04-30,2007-01-15,PLANA GERENCIAL
12,496,GERENTE BANCA COMERCIAL,2003-09-30,2005-01-17,PLANA GERENCIAL
12,496,GERENTE CENTRAL COMERCIAL,2005-01-17,2007-01-15,PLANA GERENCIAL
12,497,JEFE DIV. BANCA COMERCIAL,2005-06-15,2007-01-15,PLANA GERENCIAL
12,498,VP DE ESTRATEGIA E INNOVACION,2017-05-15,,PLANA GERENCIAL
12,499,SUB. GTE .GRAL. DE NEGOCIOS,2009-08-01,2012-12-31,PLANA GERENCIAL
12,499,SUB GTE. GENERAL DE NEGOCIOS,2009-08-01,2009-08-01,PLANA GERENCIAL
12,500,SUB GTE GRAL BANCA MINORISTA,2013-01-01,2016-12-22,PLANA GERENCIAL
12,500,VICE PRESID BCA. MINORISTA,2016-12-22,2017-06-05,PLANA GERENCIAL
12,501,GTE. DE LA UNIDAD DE CUMP,2008-03-03,2014-07-01,PLANA GERENCIAL
12,502,GTE. DIV. BCA. CORPORATIVA,2007-05-02,2009-03-06,PLANA GERENCIAL
12,503,JEFE DPTO CENTRAL BANCA CORP,2005-06-15,2007-01-15,PLANA GERENCIAL
12,504,JEFE DIV. BANCA COMERCIAL,2005-06-15,2007-01-15,PLANA GERENCIAL
12,504,GTE DIV. BCA. COMERCIAL,2007-05-02,2013-07-31,PLANA GERENCIAL
12,505,VICE PRESID. DE RR.HH.,2016-12-22,,PLANA GERENCIAL
12,506,GERENTE DIV. BCA. EMPRESA,2010-04-01,2014-07-01,PLANA GERENCIAL
12,507,GTE. DIV. MARK.Y DES. DE PROD,2008-02-19,2014-07-01,PLANA GERENCIAL
12,508,GERENTE TERRITORIAL,2014-05-05,2014-07-01,PLANA GERENCIAL
12,480,VICEPRESIDENCIA GERENCIA GENER,2007-09-24,2014-12-18,PLANA GERENCIAL
12,509,GTE DIV NEGOC INTERNACIONALES,2013-02-01,2014-07-01,PLANA GERENCIAL
12,510,GTE. DIV. DE RECURSOS HUMANOS,2009-10-15,2012-03-23,PLANA GERENCIAL
12,511,GTE DIV DE PROD PARA PERSONAS,2012-04-16,2014-07-01,PLANA GERENCIAL
12,512,GERENTE DIV. TECNOLOGIA,2001-02-19,2005-01-17,PLANA GERENCIAL
12,512,GTE CENTRAL DE MEDIOS TECNICOS,2001-02-19,2009-08-28,PLANA GERENCIAL
12,512,GTE CENTRAL MEDIOS TECNICOS,2005-01-17,2007-01-15,PLANA GERENCIAL
12,512,SUB GTE GRAL DE MEDIOS TECNICO,2009-08-31,2010-03-31,PLANA GERENCIAL
12,513,VICE PRESID. DE RIESGOS,2017-02-15,,PLANA GERENCIAL
12,514,GERENTE DE DIV. DE SEGURIDAD,2011-01-17,2014-07-01,PLANA GERENCIAL
12,515,GERENTE DIV BCA CORPORATIVA,2011-03-01,2014-07-01,PLANA GERENCIAL
12,515,SUBGERENTE GRAL BCA MAYORISTA,2016-05-01,2016-12-22,PLANA GERENCIAL
12,515,VICE PRESID. BANCA MAYORISTA,2016-12-22,,PLANA GERENCIAL
12,516,GTE. BANCA PRIVADA,2001-07-13,2007-01-15,PLANA GERENCIAL
12,517,GTE. DIV. TARJ. DE CRED Y DEB,2009-01-28,2014-07-01,PLANA GERENCIAL
12,518,GTE. DE DIV DE RIESGOS,2001-09-24,2009-08-28,PLANA GERENCIAL
12,518,GERENTE DE NEGOCIOS,2001-12-03,2005-01-17,PLANA GERENCIAL
12,518,GERENTE DIV. RIESGOS,2004-02-05,2007-01-15,PLANA GERENCIAL
12,518,SUB GTE. GENERAL DE RIESGOS,2009-08-31,2013-04-19,PLANA GERENCIAL
12,518,SUBGTE GRAL RIESGOS INT CUMP N,2013-05-01,2015-01-06,PLANA GERENCIAL
12,519,GERENTE DE RECUPERACIONES,2014-06-01,2014-07-01,PLANA GERENCIAL
12,520,GERENTE DIV DE BANCA PREMIUM,2012-04-16,2014-07-01,PLANA GERENCIAL
12,521,JEFE DPTO OF CREDITO HIPOTEC,2005-06-30,2007-01-15,PLANA GERENCIAL
12,522,AUDITOR INTERNO,2005-01-17,2007-01-15,PLANA GERENCIAL
12,522,GERENTE DE AUDITORIA INTERNA,2009-03-20,2014-07-01,PLANA GERENCIAL
12,522,AUDITOR GRAL/RANGO VICE PRESID,2016-12-22,,PLANA GERENCIAL
12,459,SUBGERENTE GENERAL DE FINANZAS,2015-03-16,2016-12-22,PLANA GERENCIAL
12,459,VICE PRESID. TESOR MERC CAPIT,2016-12-22,,PLANA GERENCIAL
12,523,REPRESENTANTE BURSATIL ALTERNO,2006-02-02,2007-02-02,PLANA GERENCIAL
12,524,GTE. DIV. DE ASESORIA LEGAL,2001-07-02,2013-04-19,PLANA GERENCIAL
12,524,REPRESENTANTE BURSATIL,2003-01-28,2004-01-28,PLANA GERENCIAL
12,524,SUBGTE GRAL DE ASESORIA LEGAL,2013-05-01,2016-12-22,PLANA GERENCIAL
12,524,VICE PRESID. ASESORIA LEGAL,2016-12-22,,PLANA GERENCIAL
12,525,SUB GERENTE GENERAL,2001-03-01,2001-10-22,PLANA GERENCIAL
12,526,SUBGTE GRAL DE CONTROL RIESGOS,2016-10-14,2016-12-22,PLANA GERENCIAL
12,526,VICE PRESID. CONTROL RIESGOS,2016-12-22,,PLANA GERENCIAL
12,527,GTE. DIV. DE RECURSOS HUMANOS,2004-11-15,2009-07-15,PLANA GERENCIAL
12,527,GTE.DIV RRHH ADMIN Y SEGURIDAD,2004-11-18,2007-01-15,PLANA GERENCIAL
12,528,GERENTE DIVISION DE TECNOLOGIA,2009-03-20,2012-02-29,PLANA GERENCIAL
12,529,GERENTE RRHH,2002-07-15,2007-01-15,PLANA GERENCIAL
12,529,JEFE DIV.  EFICIENCIA CENTRAL,2005-09-01,2008-11-27,PLANA GERENCIAL
12,530,GTE DE TECNOLOGIA DE LA INFORM,2014-05-19,2014-07-01,PLANA GERENCIAL
12,531,GTE. DIV. CONTRALORIA,2001-04-30,2005-12-27,PLANA GERENCIAL
12,493,GTE. DE DIV. CONTRALORIA,2005-12-15,2009-08-28,PLANA GERENCIAL
12,493,GTE. DIV. CONTRALORIA,2005-12-27,2007-01-15,PLANA GERENCIAL
12,493,SUB GTE GENERAL DE CONTRALORIA,2009-08-31,2016-12-22,PLANA GERENCIAL
12,493,VICE PRESID CONTR FINANC Y ADM,2016-12-22,,PLANA GERENCIAL
12,532,GERENTE DE DIVISION DE LEASING,2009-11-01,2014-07-01,PLANA GERENCIAL
12,533,GTE. DE DIV. BANCA COMERCIAL,2013-12-02,2014-07-01,PLANA GERENCIAL
12,534,GERENTE TERRITORIAL,2014-05-05,2014-07-01,PLANA GERENCIAL
12,535,GTE. DIV. BANCA CORPORATIVA,2009-03-06,2011-02-28,PLANA GERENCIAL
12,535,GTE  DIV DE RIESGO CREDITICIO,2011-03-01,2013-04-19,PLANA GERENCIAL
12,535,SUBGERENTE GRAL DE RIESGOS,2013-05-01,2016-06-21,PLANA GERENCIAL
12,536,GERENTE NEGOCIOS INTERNACION,2005-01-17,2007-01-15,PLANA GERENCIAL
12,536,SUB GTE GRAL BANCA MAYORISTA,2013-01-01,2016-04-30,PLANA GERENCIAL
12,537,GTE.  DIV. REC. HUMANOS Y ADM.,2012-04-01,2014-07-01,PLANA GERENCIAL
12,538,CONTADOR GENERAL,2002-08-01,2011-03-31,PLANA GERENCIAL
12,538,CONTADOR GENERAL,2003-07-07,2007-01-15,PLANA GERENCIAL
12,538,GTE. DIVISION DE CONTABILIDAD,2011-04-01,2014-07-01,PLANA GERENCIAL
12,539,GTE DE BCA DE NEG RED COMERC,2014-05-05,2014-06-25,PLANA GERENCIAL
12,540,GTE. DIV. DESARROLLO Y MARKET.,2000-04-03,2005-12-31,PLANA GERENCIAL
12,541,REPRESENTANTE BURSATIL,2006-03-28,2006-03-28,PLANA GERENCIAL
12,542,GTE. REL. INST. Y RESP. SOCIAL,2007-05-02,2014-07-01,PLANA GERENCIAL
12,543,GTE DIV. DE CONTROL DE GESTION,2010-04-07,2011-12-07,PLANA GERENCIAL
12,544,"SUBGTE GRAL DE INNOV, TEC Y OP",2014-07-01,2016-12-22,PLANA GERENCIAL
12,544,SUBGERENTE GENERAL DE MEDIOS,2014-07-01,2014-07-01,PLANA GERENCIAL
12,544,VICE PRESID DE OPS Y TECNOL,2016-12-22,2017-03-31,PLANA GERENCIAL
12,545,GTE DE GESTION DE NEGOCIOS,2005-01-17,2007-01-15,PLANA GERENCIAL
12,546,JEFE DIVISION DESARROLLO Y GES,2006-06-19,2008-02-29,PLANA GERENCIAL
12,547,SUBGTE GRAL INNOVA TECNO OPERA,2012-03-01,2014-02-28,PLANA GERENCIAL
12,548,GTE.DIV. DE BANCA EMPRESA,2008-04-25,2010-03-31,PLANA GERENCIAL
12,549,GERENTE DE RIESGOS,2002-04-30,2005-01-17,PLANA GERENCIAL
12,477,,2014-12-18,2016-10-31,REPRESENTANTE LEGAL
12,478,,2002-01-15,2007-09-24,REPRESENTANTE LEGAL
12,480,,2007-09-24,2014-12-18,REPRESENTANTE LEGAL
12,483,,2017-02-07,,REPRESENTANTE LEGAL
12,524,,2001-07-02,,REPRESENTANTE LEGAL
13,550,DIRECTOR,2000-03-29,2001-04-10,DIRECTORIO
13,551,DIRECTOR,2002-04-02,2008-03-28,DIRECTORIO
13,552,DIRECTOR,2008-03-28,2009-03-26,DIRECTORIO
13,552,DIRECTOR,2009-03-26,2010-03-25,DIRECTORIO
13,552,DIRECTOR,2010-03-25,2011-03-28,DIRECTORIO
13,552,DIRECTOR,2011-03-28,2012-03-30,DIRECTORIO
13,552,DIRECTOR,2012-03-30,2013-03-25,DIRECTORIO
13,552,DIRECTOR,2013-03-25,2014-03-31,DIRECTORIO
13,552,DIRECTOR,2014-03-31,2015-03-25,DIRECTORIO
13,553,DIRECTOR,2008-03-28,2009-03-26,DIRECTORIO
13,553,DIRECTOR,2009-03-26,2010-03-25,DIRECTORIO
13,553,DIRECTOR,2010-03-25,2011-03-28,DIRECTORIO
13,553,DIRECTOR,2011-03-28,2011-04-19,DIRECTORIO
13,554,DIRECTOR,2008-03-28,2009-03-26,DIRECTORIO
13,554,DIRECTOR,2009-03-26,2010-03-25,DIRECTORIO
13,554,DIRECTOR,2010-03-25,2011-03-28,DIRECTORIO
13,554,DIRECTOR,2011-03-28,2012-03-30,DIRECTORIO
13,554,DIRECTOR,2012-03-30,2013-03-25,DIRECTORIO
13,554,DIRECTOR,2013-03-25,2014-03-31,DIRECTORIO
13,554,DIRECTOR,2014-03-31,2015-03-25,DIRECTORIO
13,554,DIRECTOR,2015-03-25,2016-03-31,DIRECTORIO
13,554,DIRECTOR,2016-03-31,2017-03-27,DIRECTORIO
13,554,DIRECTOR,2017-03-27,,DIRECTORIO
13,555,DIRECTOR,2009-03-26,2010-03-25,DIRECTORIO
13,556,DIRECTOR,2010-03-25,2011-03-28,DIRECTORIO
13,556,DIRECTOR,2011-03-28,2012-03-30,DIRECTORIO
13,556,DIRECTOR,2012-03-30,2013-03-25,DIRECTORIO
13,556,DIRECTOR,2013-03-25,2014-03-31,DIRECTORIO
13,556,DIRECTOR,2014-03-31,2015-03-25,DIRECTORIO
13,556,DIRECTOR,2015-03-25,2016-03-31,DIRECTORIO
13,556,DIRECTOR,2016-03-31,2017-03-27,DIRECTORIO
13,556,DIRECTOR,2017-03-27,,DIRECTORIO
13,557,DIRECTOR,2007-03-29,2007-04-24,DIRECTORIO
13,557,SEGUNDO VICEPRESIDENTE,2007-04-24,2008-03-28,DIRECTORIO
13,557,DIRECTOR,2008-03-28,2008-04-22,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2008-04-22,2009-03-26,DIRECTORIO
13,557,DIRECTOR,2009-03-26,2009-04-28,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2009-04-28,2010-03-25,DIRECTORIO
13,557,DIRECTOR,2010-03-25,2010-04-27,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2010-04-27,2011-03-28,DIRECTORIO
13,557,DIRECTOR,2011-03-28,2011-04-19,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2011-04-19,2012-03-30,DIRECTORIO
13,557,DIRECTOR,2012-03-30,2012-05-15,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2012-05-15,2013-03-25,DIRECTORIO
13,557,DIRECTOR,2013-03-25,2013-04-16,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2013-04-16,2014-03-31,DIRECTORIO
13,557,DIRECTOR,2014-03-31,2014-04-29,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2014-04-29,2015-03-25,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2015-03-25,2016-03-31,DIRECTORIO
13,557,DIRECTOR,2016-03-31,2016-04-19,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2016-04-19,2017-03-27,DIRECTORIO
13,557,DIRECTOR,2017-03-27,2017-04-18,DIRECTORIO
13,557,VICEPRESIDENTE DEL DIRECTORIO,2017-04-18,,DIRECTORIO
13,558,DIRECTOR,2005-04-05,2006-09-08,DIRECTORIO
13,558,DIRECTOR,2015-03-25,2016-03-31,DIRECTORIO
13,558,DIRECTOR,2016-03-31,2016-10-27,DIRECTORIO
13,559,PRIMER VICEPRESIDENTE,2007-04-24,2008-03-28,DIRECTORIO
13,559,DIRECTOR,2008-03-28,2008-04-22,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2008-04-22,2009-03-26,DIRECTORIO
13,559,DIRECTOR,2009-03-26,2009-04-28,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2009-04-28,2010-03-25,DIRECTORIO
13,559,DIRECTOR,2010-03-25,2010-04-27,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2010-04-27,2011-03-28,DIRECTORIO
13,559,DIRECTOR,2011-03-28,2011-04-19,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2011-04-19,2012-03-30,DIRECTORIO
13,559,DIRECTOR,2012-03-30,2012-05-15,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2012-05-15,2013-03-25,DIRECTORIO
13,559,DIRECTOR,2013-03-25,2013-04-16,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2013-04-16,2014-03-31,DIRECTORIO
13,559,DIRECTOR,2014-03-31,2014-04-29,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2014-04-29,2015-03-25,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2015-03-25,2016-03-31,DIRECTORIO
13,559,DIRECTOR,2016-03-31,2016-04-19,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2016-04-19,2017-03-27,DIRECTORIO
13,559,DIRECTOR,2017-03-27,2017-04-18,DIRECTORIO
13,559,VICEPRESIDENTE DEL DIRECTORIO,2017-04-18,,DIRECTORIO
13,136,DIRECTOR,2006-10-17,2008-03-28,DIRECTORIO
13,136,DIRECTOR,2008-03-28,2008-12-16,DIRECTORIO
13,560,DIRECTOR,2003-03-31,2008-03-28,DIRECTORIO
13,560,DIRECTOR,2008-03-28,2009-03-26,DIRECTORIO
13,560,DIRECTOR,2009-03-26,2010-03-25,DIRECTORIO
13,560,DIRECTOR,2010-03-25,2011-03-28,DIRECTORIO
13,560,DIRECTOR,2011-03-28,2012-03-30,DIRECTORIO
13,560,DIRECTOR,2012-03-30,2013-03-25,DIRECTORIO
13,560,DIRECTOR,2013-03-25,2014-03-31,DIRECTORIO
13,560,DIRECTOR,2014-03-31,2015-03-25,DIRECTORIO
13,560,DIRECTOR,2015-03-25,2016-03-31,DIRECTORIO
13,560,DIRECTOR,2016-03-31,2017-03-27,DIRECTORIO
13,560,DIRECTOR,2017-03-27,,DIRECTORIO
13,561,DIRECTOR,2004-03-29,2008-03-28,DIRECTORIO
13,561,DIRECTOR,2008-03-28,2009-03-26,DIRECTORIO
13,561,DIRECTOR,2009-03-26,2010-03-25,DIRECTORIO
13,561,DIRECTOR,2010-03-25,2011-03-28,DIRECTORIO
13,561,DIRECTOR,2011-03-28,2012-03-30,DIRECTORIO
13,561,DIRECTOR,2012-03-30,2013-03-25,DIRECTORIO
13,561,DIRECTOR,2013-03-25,2014-03-31,DIRECTORIO
13,561,DIRECTOR,2014-03-31,2015-03-25,DIRECTORIO
13,562,DIRECTOR,2007-03-29,2008-03-28,DIRECTORIO
13,562,DIRECTOR,2008-03-28,2009-03-26,DIRECTORIO
13,562,DIRECTOR,2009-03-26,2010-03-25,DIRECTORIO
13,562,DIRECTOR,2010-03-25,2011-03-28,DIRECTORIO
13,562,DIRECTOR,2011-03-28,2012-03-30,DIRECTORIO
13,562,DIRECTOR,2012-03-30,2013-03-25,DIRECTORIO
13,562,DIRECTOR,2013-03-25,2014-03-31,DIRECTORIO
13,562,DIRECTOR,2014-03-31,2015-03-25,DIRECTORIO
13,562,DIRECTOR,2015-03-25,2016-03-31,DIRECTORIO
13,562,DIRECTOR,2016-03-31,2017-03-27,DIRECTORIO
13,562,DIRECTOR,2017-03-27,,DIRECTORIO
13,41,DIRECTOR,2015-03-25,2016-03-31,DIRECTORIO
13,41,DIRECTOR,2016-03-31,2017-03-27,DIRECTORIO
13,41,DIRECTOR,2017-03-27,,DIRECTORIO
13,563,DIRECTOR,2000-03-22,2008-03-28,DIRECTORIO
13,563,DIRECTOR SUPLENTE,2000-03-29,2001-04-10,DIRECTORIO
